aircraft_profile,origin,destination,distance_nm,payload_kg,taxi_minutes,wind_component_knots,temperature_c,planned_burn_kg,actual_burn_kg,flight_date
generic_light_aircraft,EHAM,EGPF,1333.47,493.37,19.96,17.21,2.46,1737.14,1698.25,2026-03-07
generic_transport_aircraft,EGGW,LEBL,1424.51,9359.5,20.5,-23.0,32.4,20923.66,20256.88,2025-11-23
generic_light_aircraft,EHAM,EGSS,1672.23,149.07,9.12,-24.04,2.23,2226.05,2434.93,2025-04-17
generic_transport_aircraft,EGPF,EGSS,83.53,1346.12,27.1,-38.89,22.49,1485.07,1558.72,2025-06-10
generic_transport_aircraft,EDDF,EGNM,360.56,616.61,9.93,0.38,19.27,5226.52,5995.98,2025-09-05
generic_transport_aircraft,EHAM,EDDF,322.97,9029.51,26.38,-29.57,-3.82,4968.59,6307.51,2026-01-25
generic_heavy_transport,EGLL,EGNX,246.45,13678.31,13.21,-27.42,24.11,11043.26,11488.77,2025-02-17
generic_transport_aircraft,EGPH,LEBL,561.53,9069.74,16.91,-3.99,11.0,8263.23,8130.88,2025-03-30
generic_transport_aircraft,EGGW,LEMD,1304.03,11561.52,8.26,18.45,18.5,18774.9,19129.29,2025-08-10
generic_transport_aircraft,EGNM,EGPF,521.79,4165.61,8.37,-14.36,2.99,7583.64,7827.97,2026-04-05
generic_business_jet,EDDF,EGSS,1605.98,1737.15,11.57,-12.22,19.16,11124.83,12200.1,2025-07-23
generic_light_aircraft,EGTK,EGLL,611.31,416.36,13.87,-39.19,21.28,841.34,762.29,2026-02-04
generic_light_aircraft,EGPH,EGSS,1252.95,386.72,10.7,0.4,7.86,1643.12,1646.76,2025-04-19
generic_light_aircraft,LFPG,EGGW,532.98,343.16,25.43,23.79,-2.01,711.44,725.84,2025-08-04
generic_business_jet,EDDF,LLBG,1472.51,597.23,7.09,-5.49,-3.13,10108.74,10065.92,2025-11-04
generic_business_jet,EGPH,EDDF,1056.61,727.56,20.16,23.49,34.52,7257.18,7455.98,2025-05-26
generic_light_aircraft,EGLL,EGNM,981.23,311.01,13.42,-43.7,13.8,1335.81,1372.4,2025-06-12
generic_business_jet,LEBL,EGPH,1021.57,769.76,19.47,-13.53,22.86,7159.47,6801.92,2026-03-11
generic_transport_aircraft,EDDF,EGSS,1690.67,1681.55,10.93,21.04,0.55,23963.11,26581.08,2025-04-26
generic_light_aircraft,EGLL,EGSS,1628.5,247.55,25.86,34.17,32.36,2107.95,2098.59,2025-05-13
generic_light_aircraft,LEBL,EGTK,1707.24,130.02,13.25,4.02,27.5,2239.33,2229.94,2025-08-24
generic_business_jet,EGSS,EGGW,304.74,1176.2,24.7,26.64,20.48,2227.04,2301.31,2025-09-25
generic_transport_aircraft,LFPG,EGGW,1205.53,11728.02,13.08,13.47,4.03,17448.79,17379.06,2025-10-13
generic_transport_aircraft,LLBG,EGGW,1335.4,2867.75,7.72,32.74,-2.59,18857.87,22741.25,2025-08-28
generic_light_aircraft,LLBG,EGPF,228.46,183.46,18.99,-2.79,29.34,332.06,333.1,2025-03-20
generic_light_aircraft,LLBG,LFPG,273.26,466.68,14.48,-8.81,19.82,379.38,361.38,2025-07-24
generic_business_jet,EGGW,EGSS,333.16,760.72,25.14,6.87,0.89,2440.89,2599.01,2026-04-03
generic_business_jet,EGNM,EGLL,880.8,1096.33,13.74,-35.53,17.01,6228.73,5831.27,2025-04-19
generic_transport_aircraft,EGLL,EGNM,936.41,1111.31,12.0,-37.17,20.94,13652.49,13563.68,2025-07-26
generic_business_jet,EGLL,EDDF,1111.07,1077.93,8.4,-41.01,4.96,7814.81,7367.22,2025-02-28
generic_transport_aircraft,EGTK,EGSS,464.04,6619.51,12.06,25.61,22.98,6709.51,6405.17,2026-02-26
generic_transport_aircraft,LEMD,EGNX,345.16,2841.12,20.01,11.47,6.52,5098.18,6071.98,2025-09-15
generic_transport_aircraft,LEMD,EHAM,580.84,10926.68,11.25,-19.79,-2.22,8562.73,8950.29,2025-01-07
generic_business_jet,EDDF,EGNM,81.55,1761.56,25.39,-31.34,25.41,757.9,741.96,2025-08-31
generic_transport_aircraft,EHAM,EGTK,479.38,1757.94,24.02,0.38,34.62,7079.66,7322.54,2025-03-17
generic_light_aircraft,LEBL,EGSS,1455.83,234.27,16.79,-16.94,16.83,1940.22,1828.25,2025-05-10
generic_light_aircraft,EGPH,LFPG,663.86,384.06,25.61,16.96,29.28,894.93,949.05,2025-12-18
generic_transport_aircraft,LFPG,LEBL,304.57,5218.67,10.85,34.53,9.29,4403.57,5272.43,2026-01-15
generic_business_jet,LEMD,EGPF,1351.36,590.76,27.01,6.1,33.62,9376.8,9933.76,2025-08-19
generic_business_jet,LFPG,EGLL,1236.76,1631.99,14.6,-11.62,34.76,8616.65,8118.45,2025-01-22
generic_transport_aircraft,EHAM,LFPG,1508.97,1914.05,23.5,0.33,26.7,21729.36,26613.84,2025-03-17
generic_light_aircraft,EGNM,LEMD,1741.51,349.52,20.62,-20.71,6.53,2327.2,2377.91,2025-01-08
generic_business_jet,EGNM,EGTK,1493.7,485.15,16.74,-44.59,9.09,10554.3,10647.95,2026-03-26
generic_heavy_transport,EGNX,LLBG,1212.65,35755.42,9.41,-38.12,5.83,53555.35,52741.44,2025-04-11
generic_heavy_transport,EGPF,EDDF,555.36,6285.47,26.52,-25.1,22.14,24586.9,23556.1,2026-04-03
generic_transport_aircraft,EGNX,EGPH,349.14,5511.89,25.27,19.35,0.57,5210.44,5400.02,2025-05-09
generic_transport_aircraft,EGLL,EGNM,573.36,1484.38,18.47,5.27,16.83,8327.66,7662.01,2025-03-12
generic_transport_aircraft,LFPG,EGNM,929.2,8379.38,13.87,-16.66,13.66,13589.66,14662.81,2025-08-25
generic_light_aircraft,EGTK,EHAM,1390.68,135.37,9.09,27.55,26.47,1790.41,1707.11,2026-04-06
generic_light_aircraft,EHAM,EGNX,1528.16,150.37,20.74,-7.98,25.52,2033.03,1980.77,2026-03-06
